Reservation_PK,ClientID_FK,Hotel_FK,Flight_FK,Localisation_FK,Temps_FK,Total_Prix,Status_Reservation,Méthode_Paiement,Note_Client
14837,2020161,0,43,0,1740,6951,1999999999998,0,Espèces,2
14838,2020162,0,163,0,785,4450,6800000000003,-1,Carte bancaire,4
14839,2020163,0,163,0,1245,4001,5100000000002,1,Virement bancaire,3
14840,2020164,0,163,0,237,2637,5500000000002,0,Carte bancaire,3
14841,2020165,0,157,0,756,5359,8800000000001,1,Carte bancaire,3
14842,2020166,0,176,0,1346,5295,9499999999998,1,Virement bancaire,3
14843,2020167,0,133,0,1455,1036,8099999999999,-1,Virement bancaire,4
14844,2020168,0,133,0,613,2658,46,1,PayPal,2
14845,2020169,0,43,0,1585,2620,8099999999999,1,Carte bancaire,3
14846,2020170,0,176,0,1351,4587,8999999999996,0,Carte bancaire,3
14847,2020171,0,163,0,798,4007,1399999999999,0,Espèces,4
14848,2020172,0,159,0,128,4362,9200000000001,1,Carte bancaire,3
14849,2020173,0,43,0,1224,3303,9099999999999,1,Virement bancaire,4
14850,2020174,0,43,0,931,6434,1199999999999,0,Carte bancaire,4
14851,2020175,0,157,0,69,3594,96,0,Virement bancaire,5
14852,2020176,0,155,0,1031,6356,2700000000004,1,Espèces,1
14853,2020177,0,157,0,575,5003,9700000000003,0,Carte bancaire,1
14854,2020178,0,155,0,1641,3937,52,-1,Carte bancaire,1
14855,2020179,0,163,0,1448,2419,8699999999999,-1,Espèces,4
14856,2020180,0,43,0,1036,6226,1400000000003,-1,Virement bancaire,4
14857,2020181,0,159,0,872,395,67000000000002,1,Virement bancaire,2
14858,2020182,0,133,0,1291,7318,0100000000002,0,Espèces,1
14859,2020183,0,158,0,1500,722,74000000000001,1,Virement bancaire,5
14860,2020184,0,133,0,210,3688,96,1,Espèces,3
14861,2020185,0,176,0,137,963,00999999999999,1,PayPal,1
14862,2020186,0,43,0,1700,5100,8999999999996,0,Carte bancaire,2
14863,2020187,0,158,0,1465,679,83000000000004,1,Espèces,4
14864,2020188,0,43,0,935,6735,8299999999999,1,Espèces,3
14865,2020189,0,163,0,1492,1855,3800000000001,1,PayPal,4
14866,2020190,0,0,0,1335,7217,5900000000001,0,Virement bancaire,4
14867,2020191,0,159,0,549,5774,3800000000001,-1,Virement bancaire,1
14868,2020192,0,159,0,190,6168,8900000000003,1,Virement bancaire,3
14869,2020193,0,159,0,1731,6839,9899999999998,1,Virement bancaire,4
14870,2020194,0,133,0,326,5477,3800000000001,-1,PayPal,2
14871,2020195,0,133,0,1457,7381,3100000000004,-1,Carte bancaire,1
14872,2020196,0,43,0,1059,3639,9299999999998,1,Virement bancaire,2
14873,2020197,0,0,0,1732,3148,02,-1,Virement bancaire,5
14874,2020198,0,159,0,1051,2794,5999999999999,-1,Carte bancaire,2
14875,2020199,0,163,0,156,925,88999999999999,0,Espèces,2
14876,2020200,0,43,0,1816,4834,2700000000004,1,Espèces,2
14877,2020201,0,0,0,1710,2902,25,1,Virement bancaire,3
14878,2020202,0,0,0,571,3532,2399999999998,1,Virement bancaire,5
14879,2019494,0,155,0,176,4595,6000000000004,1,Espèces,2
14880,2020203,0,157,0,1570,1255,1700000000001,0,Espèces,1
14881,2020204,0,159,0,483,688,25,-1,Espèces,5
14882,2020205,0,155,0,111,4475,4099999999999,0,Carte bancaire,4
14883,2020206,0,43,0,1767,2681,3000000000002,1,Virement bancaire,3
14884,2020207,0,159,0,118,5159,2200000000003,0,Espèces,5
14885,2020208,0,176,0,1339,3455,79,1,PayPal,1
14886,2020209,0,176,0,1372,3444,7600000000002,0,Carte bancaire,1
14887,2020210,0,158,0,1512,3837,6500000000001,0,Espèces,2
14888,2020211,0,133,0,268,4186,6300000000001,1,PayPal,5
14889,2020212,0,133,0,1616,3207,5100000000002,1,PayPal,5
14890,2020213,0,155,0,547,2772,0700000000002,0,Virement bancaire,5
14891,2020214,0,0,0,1421,3124,3299999999999,-1,PayPal,5
14892,2020215,0,163,0,1580,5937,75,-1,Carte bancaire,5
14893,2020216,0,154,0,1309,5861,71,0,Carte bancaire,1
14894,2020217,0,176,0,72,4178,79,1,Espèces,5
14895,2020218,0,163,0,1036,3759,9400000000001,1,PayPal,2
14896,2020219,0,43,0,1341,6629,3699999999999,-1,PayPal,2
14897,2020220,0,159,0,1790,5595,5299999999997,1,Espèces,2
14898,2020221,0,133,0,761,7322,3100000000004,1,Carte bancaire,4
14899,2020222,0,159,0,990,6291,0299999999997,0,Carte bancaire,3
14900,2020223,0,176,0,1185,1152,0799999999999,1,Espèces,4
14901,2020224,0,0,0,463,2707,6300000000001,-1,Espèces,3
14902,2020225,0,158,0,1004,2499,3899999999999,0,PayPal,1
14903,2020226,0,158,0,91,2066,21,1,Carte bancaire,4
14904,2020227,0,163,0,623,5805,3500000000004,-1,Virement bancaire,3
14905,2020228,0,43,0,369,4703,8000000000002,-1,PayPal,1
14906,2020229,0,159,0,1622,4747,6599999999999,-1,Espèces,1
14907,2020230,0,158,0,822,1907,5899999999999,0,PayPal,3
14908,2020231,0,159,0,791,7306,6899999999996,1,Espèces,2
14909,2020232,0,133,0,170,3369,6700000000001,1,Virement bancaire,5
14910,2020233,0,133,0,55,238,77000000000001,-1,Virement bancaire,1
14911,2020234,0,154,0,1241,6837,8500000000004,-1,PayPal,3
14912,2020235,0,176,0,283,4082,4299999999998,1,PayPal,3
14913,2020236,0,0,0,603,3204,3800000000001,-1,Espèces,4
14914,2020237,0,155,0,484,2142,5599999999999,-1,Espèces,4
14915,2020238,0,158,0,252,3751,3699999999999,-1,Espèces,2
14916,2020239,0,158,0,78,5899,9499999999998,1,Espèces,5
14917,2020240,0,133,0,577,2024,22,-1,Carte bancaire,4
14918,2020241,0,0,0,212,3840,2199999999998,1,Virement bancaire,5
14919,2020242,0,158,0,1759,3094,9400000000001,-1,Virement bancaire,2
14920,2020243,0,157,0,1186,7111,6000000000004,1,Carte bancaire,2
14921,2020244,0,0,0,514,4444,3100000000004,-1,Virement bancaire,5
14922,2020245,0,158,0,989,7409,4700000000003,-1,Carte bancaire,1
14923,2020246,0,0,0,1462,2649,1999999999998,1,PayPal,2
14924,2020247,0,133,0,1539,4133,1300000000001,1,Virement bancaire,2
14925,2020248,0,158,0,1142,5342,7700000000004,-1,PayPal,2
14926,2020249,0,157,0,1244,5181,4899999999998,-1,Espèces,4
14927,2020250,0,43,0,1524,2995,5599999999999,1,Espèces,5
14928,2020251,0,157,0,693,6972,8500000000004,1,Virement bancaire,4
14929,2020252,0,157,0,1443,4436,4700000000003,-1,Carte bancaire,4
14930,2020253,0,133,0,1550,5155,3100000000004,-1,Carte bancaire,1
14931,2020254,0,0,0,1577,3530,9099999999999,-1,Espèces,2
14932,2020255,0,176,0,621,2743,1399999999999,0,Virement bancaire,2
14933,2020256,0,0,0,833,1379,75,-1,Virement bancaire,4
14934,2020257,0,163,0,1436,5068,3299999999999,-1,Espèces,4
14935,2020258,0,159,0,1030,4650,0299999999997,0,PayPal,2
14936,2020259,0,157,0,383,3388,04,1,PayPal,4
14937,2020260,0,43,0,123,3360,6300000000001,0,Espèces,5
14938,2020261,0,176,0,231,3947,8499999999999,0,Carte bancaire,5
14939,2020262,0,133,0,786,2145,6599999999999,-1,Espèces,5
14940,2020263,0,163,0,1145,2170,3499999999999,1,Virement bancaire,1
14941,2020264,0,154,0,312,1283,3699999999999,1,Espèces,5
14942,2020265,0,163,0,106,3141,5100000000002,-1,PayPal,3
14943,2020266,0,154,0,1037,5002,9200000000001,0,PayPal,4
14944,2020267,0,163,0,1026,1184,6400000000001,0,Virement bancaire,3
14945,2020268,0,43,0,1806,7175,79,-1,Virement bancaire,4
14946,2020269,0,159,0,1239,2482,29,1,Carte bancaire,1
14947,2020270,0,0,0,1618,5021,5100000000002,0,Carte bancaire,2
14948,2020271,0,155,0,1168,2952,9099999999999,0,PayPal,2
14949,2020272,0,133,0,701,469,56,1,PayPal,1
14950,2020273,0,157,0,857,6348,8199999999997,-1,PayPal,2
14951,2020274,0,163,0,726,6912,3900000000003,1,Espèces,5
14952,2020275,0,0,0,1754,421,45999999999998,1,PayPal,5
14953,2020276,0,159,0,1450,6834,3400000000001,-1,Espèces,5
14954,2020277,0,154,0,283,5069,0,Virement bancaire,4
14955,2020278,0,155,0,274,7118,5100000000002,-1,PayPal,3
14956,2020279,0,159,0,304,2490,5799999999999,-1,Carte bancaire,3
14957,2020280,0,176,0,1005,2361,2600000000002,0,Espèces,2
14958,2020281,0,158,0,1504,6196,4899999999998,1,Espèces,3
14959,2020282,0,157,0,907,7210,2399999999998,-1,Carte bancaire,4
14960,2020283,0,157,0,1178,1906,47,-1,PayPal,5
14961,2020284,0,157,0,1711,2509,3899999999999,1,Carte bancaire,1
14962,2020285,0,43,0,357,6165,6599999999999,-1,Espèces,4
14963,2020286,0,158,0,1520,2286,23,-1,Virement bancaire,4
14964,2020287,0,43,0,1079,6853,1199999999999,-1,PayPal,1
14965,2020288,0,154,0,583,7080,8100000000004,-1,Carte bancaire,5
14966,2020289,0,133,0,612,1696,54,0,Virement bancaire,1
14967,2020290,0,159,0,1543,744,50999999999999,-1,PayPal,3
14968,2020291,0,155,0,822,6117,1599999999999,0,Virement bancaire,2
14969,2020292,0,158,0,1400,1623,6400000000001,1,Espèces,4
14970,2020293,0,163,0,1784,472,87,1,Espèces,5
14971,2020294,0,158,0,1798,5191,6999999999998,-1,PayPal,5
14972,2020295,0,133,0,1071,5793,9099999999999,1,Carte bancaire,5
14973,2020296,0,158,0,1084,5220,6000000000004,-1,Virement bancaire,4
14974,2020297,0,163,0,562,3637,73,1,Espèces,4
14975,2020298,0,155,0,406,2436,0100000000002,-1,Espèces,3
14976,2020299,0,159,0,881,3153,2800000000002,-1,PayPal,4
14977,2017927,0,159,0,912,4543,1499999999996,0,PayPal,3
14978,2020300,0,154,0,1655,3173,6300000000001,-1,Espèces,4
14979,2020301,0,158,0,1622,4358,8900000000003,0,Virement bancaire,2
14980,2020302,0,43,0,838,2748,9099999999999,1,PayPal,5
14981,2020303,0,155,0,1656,6979,9300000000003,0,Carte bancaire,2
14982,2020304,0,43,0,435,4952,6800000000003,0,Carte bancaire,1
14983,2020305,0,155,0,805,5432,79,0,Espèces,3
14984,2020306,0,0,0,1139,6798,6199999999999,0,Carte bancaire,1
14985,2020307,0,0,0,13,5597,3000000000002,-1,Espèces,3
14986,2020308,0,43,0,239,1025,73,-1,Virement bancaire,5
14987,2020309,0,155,0,1636,6594,2399999999998,1,Carte bancaire,2
14988,2020310,0,155,0,1358,6903,9799999999996,1,Virement bancaire,4
14989,2020311,0,159,0,545,1339,77,1,Virement bancaire,2
14990,2020312,0,157,0,904,5413,7399999999998,0,Virement bancaire,4
14991,2020313,0,154,0,340,1834,9300000000001,-1,PayPal,2
14992,2020314,0,154,0,656,7094,8100000000004,-1,Virement bancaire,3
14993,2020315,0,159,0,1191,6325,1899999999996,-1,Carte bancaire,1
14994,2020316,0,133,0,1510,6426,71,-1,Espèces,4
14995,2020317,0,157,0,1311,1788,05,0,PayPal,4
14996,2020318,0,157,0,1754,305,81999999999999,-1,PayPal,5
14997,2020319,0,159,0,325,3368,6300000000001,-1,Espèces,3
14998,2018897,0,43,0,1019,3528,8699999999999,0,Virement bancaire,2
14999,2020320,0,159,0,931,7301,6599999999999,1,Carte bancaire,1
15000,2020321,0,159,0,159,3922,8499999999999,1,Virement bancaire,2
